product_code,product_name
122727504,G.SKILL DDR5-6000 CL30 TRIDENT Z5 NeoX RGB for AMD ULL 매트블랙 패키지 (32GB(16Gx2))
122727512,G.SKILL DDR5-6000 CL30 TRIDENT Z5 NeoX RGB for AMD ULL 화이트 패키지 (32GB(16Gx2))
122727531,G.SKILL DDDDR5-6000 CL28 TRIDENT Z5 NeoX RGB for AMD ULL 글로시블랙 패키지 (32GB(16Gx2))
122727533,G.SKILL DDDDR5-6000 CL28 TRIDENT Z5 NeoX RGB for AMD ULL 매트블랙 패키지 (32GB(16Gx2))
122727534,G.SKILL DDDDR5-6000 CL28 TRIDENT Z5 NeoX RGB for AMD ULL 화이트 패키지 (32GB(16Gx2))
122727537,G.SKILL DDR5-6000 CL26 TRIDENT Z5 NeoX RGB for AMD ULL 글로시블랙 패키지 (32GB(16Gx2))
122727539,G.SKILL DDR5-6000 CL26 TRIDENT Z5 NeoX RGB for AMD ULL 매트블랙 패키지 (32GB(16Gx2))
122727540,G.SKILL DDR5-6000 CL26 TRIDENT Z5 NeoX RGB for AMD ULL 화이트 패키지 (32GB(16Gx2))
1228209,삼성전자 DDR3-1333 방열판 (4GB)
12504902,트랜센드 DDR4-3200 CL22 (32GB)
12509051,삼성전자 DDR4-2933 ECC/REG (64GB)
12513077,트랜센드 노트북 DDR4-3200 CL22 (32GB)
12513242,삼성전자 DDR4-2933 (16GB)
12744536,삼성전자 DDR4-2666 중고 (4GB)
12823175,삼성전자 DDR3-1600 ECC 중고 (8GB)
12823325,삼성전자 DDR3-1600 ECC/Unbuffered 중고 (8GB)
12823511,삼성전자 DDR3-1333 ECC/REG 중고 (8GB)
12823616,삼성전자 DDR3-1600 ECC/Unbuffered 중고 (4GB)
12823709,삼성전자 DDR4-2133 중고 (16GB)
12876455,TeamGroup T-Force DDR4-3200 CL16-20-20 Delta RGB 패키지 서린 (32GB(16Gx2))
12876503,TeamGroup T-Force DDR4-3200 CL16-20-20 Delta RGB 화이트 패키지 서린 (32GB(16Gx2))
12920054,삼성전자 노트북 DDR4-2666 중고 (4GB)
12958028,TeamGroup T-Force DDR4-3200 CL16-20-20 Delta RGB 패키지 (32GB(16Gx2))
12970748,삼성전자 노트북 DDR4-2133 중고 (8GB)
